Rentrée scolaire;Dénomination principale;Patronyme;Secteur;Numéro_etablissement;Nombre d'élèves total (nombre d'élèves dans les formations du 1er cycle du 2nd degré et non du nombre total d'élèves inscrits dans l'établissement, les DIMA et les dispositifs-relais sont exclus);Nombre de 6èmes LV1 allemand;Nombre de 6èmes LV1 anglais;Nombre de 6èmes LV1 espagnol;Nombre de 6èmes LV1 autres langues;Nombre de 6èmes LV2 allemand;Nombre de 6èmes LV2 anglais;Nombre de 6èmes LV2 espagnol;Nombre de 6èmes LV2 italien;Nombre de 6èmes LV2 autres langues;Nombre de 5èmes LV1 allemand;Nombre de 5èmes LV1 anglais;Nombre de 5èmes LV1 espagnol;Nombre de 5èmes LV1 autres langues;Nombre de 5èmes LV2 allemand;Nombre de 5èmes LV2 anglais;Nombre de 5èmes LV2 espagnol;Nombre de 5èmes LV2 italien;Nombre de 5èmes LV2 autres langues;Nombre de 4èmes LV1 allemand;Nombre de 4èmes LV1 anglais;Nombre de 4èmes LV1 espagnol;Nombre de 4èmes LV1 autres langues;Nombre de 4èmes LV2 allemand;Nombre de 4èmes LV2 anglais;Nombre de 4èmes LV2 espagnol;Nombre de 4èmes LV2 italien;Nombre de 4èmes LV2 autres langues;Nombre de 3èmes LV1 allemand;Nombre de 3èmes LV1 anglais;Nombre de 3èmes LV1 espagnol;Nombre de 3èmes LV1 autres langues;Nombre de 3èmes LV2 allemand;Nombre de 3èmes LV2 anglais;Nombre de 3èmes LV2 espagnol;Nombre de 3èmes LV2 italien;Nombre de 3èmes LV2 autres langues;2ndes PRO LV1 allemand;2ndes PRO LV1 anglais;2ndes PRO LV1 espagnol;2ndes PRO LV1 autres langues;2ndes PRO LV2 allemand;2ndes PRO LV2 anglais;2ndes PRO LV2 espagnol;2ndes PRO LV2 italien;2ndes PRO LV2 autres langues;1ères PRO LV1 allemand;1ères PRO LV1 anglais;1ères PRO LV1 espagnol;1ères PRO LV1 autres langues;1ères PRO LV2 allemand;1ères PRO LV2 anglais;1ères PRO LV2 espagnol;1ères PRO LV2 italien;1ères PRO LV2 autres langues;Terminales PRO LV1 allemand;Terminales PRO LV1 anglais;Terminales PRO LV1 espagnol;Terminales PRO LV1 autres langues;Terminales PRO LV2 allemand;Terminales PRO LV2 anglais;Terminales PRO LV2 espagnol;Terminales PRO LV2 italien;Terminales PRO LV2 autres langues;2ndes GT LV1 allemand;2ndes GT LV1 anglais;2ndes GT LV1 espagnol;2ndes GT LV1 autres langues;2ndes GT LV2 allemand;2ndes GT LV2 anglais;2ndes GT LV2 espagnol;2ndes GT LV2 italien;2ndes GT LV2 autres langues;1ères G LV1 allemand;1ères G LV1 anglais;1ères G LV1 espagnol;1ères G LV1 autres langues;1ères G LV2 allemand;1ères G LV2 anglais;1ères G LV2 espagnol;1ères G LV2 italien;1ères G LV2 autres langues;1ères STI2D LV1 allemand;1ères STI2D LV1 anglais;1ères STI2D LV1 espagnol;1ères STI2D LV1 autres langues;1ères STI2D LV2 allemand;1ères STI2D LV2 anglais;1ères STI2D LV2 espagnol;1ères STI2D LV2 italien;1ères STI2D LV2 autres langues;1ères STL LV1 allemand;1ères STL LV1 anglais;1ères STL LV1 espagnol;1ères STL LV1 autres langues;1ères STL LV2 allemand;1ères STL LV2 anglais;1ères STL LV2 espagnol;1ères STL LV2 italien;1ères STL LV2 autres langues;1ères STMG LV1 allemand;1ères STMG LV1 anglais;1ères STMG LV1 espagnol;1ères STMG LV1 autres langues;1ères STMG LV2 allemand;1ères STMG LV2 anglais;1ères STMG LV2 espagnol;1ères STMG LV2 italien;1ères STMG LV2 autres langues;1ères ST2S LV1 allemand;1ères ST2S LV1 anglais;1ères ST2S LV1 espagnol;1ères ST2S LV1 autres langues;1ères ST2S LV2 allemand;1ères ST2S LV2 anglais;1ères ST2S LV2 espagnol;1ères ST2S LV2 italien;1ères STD2A LV1 allemand;1ères STD2A LV1 anglais;1ères STD2A LV1 espagnol;1ères STD2A LV1 autres langues;1ères STD2A LV2 allemand;1ères STD2A LV2 anglais;1ères STD2A LV2 espagnol;1ères STD2A LV2 italien;1ères STD2A LV2 autres langues;Terminales G LV1 allemand;Terminales G LV1 anglais;Terminales G LV1 espagnol;Terminales G LV1 autres langues;Terminales G LV2 allemand;Terminales G LV2 anglais;Terminales G LV2 espagnol;Terminales G LV2 italien;Terminales G LV2 autres langues;Terminales STI2D LV1 allemand;Terminales STI2D LV1 anglais;Terminales STI2D LV1 espagnol;Terminales STI2D LV1 autres langues;Terminales STI2D LV2 allemand;Terminales STI2D LV2 anglais;Terminales STI2D LV2 espagnol;Terminales STI2D LV2 italien;Terminales STI2D LV2 autres langues;Terminales STL LV1 allemand;Terminales STL LV1 anglais;Terminales STL LV1 espagnol;Terminales STL LV1 autres langues;Terminales STL LV2 allemand;Terminales STL LV2 anglais;Terminales STL LV2 espagnol;Terminales STL LV2 italien;Terminales STL LV2 autres langues;Terminales STMG LV1 allemand;Terminales STMG LV1 anglais;Terminales STMG LV1 espagnol;Terminales STMG LV1 autres langues;Terminales STMG LV2 allemand;Terminales STMG LV2 anglais;Terminales STMG LV2 espagnol;Terminales STMG LV2 italien;Terminales Terminales STMG LV2 autres langues;Terminales ST2S LV1 allemand;Terminales ST2S LV1 anglais;Terminales ST2S LV1 espagnol;Terminales ST2S LV1 autres langues;Terminales ST2S LV2 allemand;Terminales ST2S LV2 anglais;Terminales ST2S LV2 espagnol;Terminales ST2S LV2 italien;Terminales ST2S LV2 autres langues;Terminales STD2A LV1 allemand;Terminales STD2A LV1 anglais;Terminales STD2A LV1 espagnol;Terminales STD2A LV1 autres langues;Terminales STD2A LV2 allemand;Terminales STD2A LV2 anglais;Terminales STD2A LV2 espagnol;Terminales STD2A LV2 italien;Terminales STD2A LV2 autres langues;Localisation;IPS_Ensemble_GT_PRO_2022;IPS_voie_GT_2022;IPS_voie_PRO_2022;Appellation_officielle;Nature_etablissement;Tri_college_lycée;url
2019;LYCEE GEN.ET TECHNOL.PRIVE;COURS SECONDAIRE;PRIVE;0910819W;242.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;83;0;0;18;0;65;0;0;0;90;0;0;15;0;73;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;59;9;0;10;10;43;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.69498793524664, 2.1905110839666717;148.7;148.7;;Lycée privé du Cours Secondaire d'Orsay;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;COLLEGE PRIVE;RUDOLF STEINER;PRIVE;0911601W;90.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;14.0;0.0;10.0;0.0;0.0;0.0;26.0;0.0;0.0;10.0;0.0;16.0;0.0;0.0;0.0;21.0;0.0;0.0;12.0;0.0;9.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.73921682801696, 2.2442551101894015;142.7;;;Collège privé Rudolf Steiner;COLLEGE;Collège;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;COLLEGE PRIVE;SACRE COEUR;PRIVE;0911751J;1001.0;0.0;256.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;256.0;0.0;0.0;31.0;0.0;225.0;0.0;0.0;0.0;256.0;0.0;0.0;27.0;0.0;229.0;0.0;0.0;0.0;233.0;0.0;0.0;17.0;0.0;216.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.6608288245306, 2.267361700078042;135.6;;;Collège privé du Sacré-Coeur;COLLEGE;Collège;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;COLLEGE;ROSA PARKS;PUBLIC;0912257J;519.0;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;134.0;0.0;0.0;7.0;0.0;127.0;0.0;0.0;0.0;126.0;0.0;0.0;11.0;0.0;115.0;0.0;0.0;0.0;117.0;0.0;0.0;8.0;0.0;109.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.59159744275146, 2.448419610167444;101.4;;;Collège Rosa Parks;COLLEGE;Collège;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2019;LYCEE POLYVALENT;LEONARD DE VINCI;PUBLIC;0911946W;768.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;230;0;0;26;6;204;0;0;3;136;0;0;20;3;116;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;3;0;25;0;1;0;0;0;0;0;0;0;0;0;0;90;0;0;5;0;85;0;0;0;0;0;0;0;0;0;0;7;148;0;0;25;7;122;0;1;0;0;0;0;0;0;0;0;0;0;30;0;0;4;0;26;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;9;0;80;0;0;0;0;0;0;0;0;0;0;0;48.62630563835178, 2.3261215276205776;99.9;105.3;87.5;Lycée polyvalent Léonard de Vinci;LYCEE POLYVALENT;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;ETAB.REGIONAL ENSEIGNT ADAPTE;JEAN ISOARD;PUBLIC;0911353B;77.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.70432646277999, 2.447705562895298;;;;Etablissement régional d'enseignement adapté Jean Isoard;ETAB REGIONAL/LYCEE ENSEIGNEMENT ADAPTE;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;COLLEGE;JEAN MOULIN;PUBLIC;0911257X;784.0;0.0;192.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;180.0;0.0;0.0;28.0;0.0;152.0;0.0;0.0;0.0;176.0;0.0;2.0;21.0;0.0;153.0;0.0;2.0;0.0;175.0;0.0;1.0;26.0;0.0;148.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.63640195097658, 2.302368069119272;112.4;;;Collège Jean Moulin;COLLEGE;Collège;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LP LYCEE DES METIERS;JEAN MONNET;PUBLIC;0910631S;675.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;205.0;0.0;0;0.0;0.0;103.0;0.0;0.0;0.0;224.0;0.0;0.0;0.0;0.0;123.0;0.0;0.0;0.0;226.0;0.0;0.0;0;0;128;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.69576646792082, 2.380199229318557;85.0;;85.0;Lycée professionnel Jean Monnet, lycée des métiers des services aux entreprises;LYCEE PROFESSIONNEL;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LYCEE POLYVALENT PRIVE;BETH RIVKAH;PRIVE;0910838S;33.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;7.0;0.0;1;0.0;1.0;0.0;0.0;7.0;0.0;3.0;0.0;6.0;0.0;6.0;0.0;0.0;3.0;0.0;2.0;0.0;14.0;0;14;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.71075069348924, 2.499770465788787;137.0;144.4;123.5;Lycée polyvalent privé Beth Rivkah;LYCEE POLYVALENT;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LP LYCEE DES METIERS;LOUIS ARMAND;PUBLIC;0910756C;479.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;143.0;0.0;0;0.0;0.0;143.0;0.0;0.0;0.0;144.0;0.0;0.0;0.0;0.0;144.0;0.0;0.0;0.0;147.0;0.0;0.0;0;0;147;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.71389660602255, 2.4790833560620764;86.2;;86.2;Lycée professionnel Louis Armand, lycée des métiers administratifs et commerciaux;LYCEE PROFESSIONNEL;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LP LYCEE DES METIERS;ANDRE-MARIE AMPERE;PUBLIC;0911037H;299.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;89.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;96.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.0;0.0;0.0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.657926614138525, 2.3455129989799697;90.4;;90.4;Lycée professionnel André-Marie Ampère, Lycée des métiers du numérique et de la transition énergétique;LYCEE PROFESSIONNEL;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LYCEE POLYVALENT;JEAN-PIERRE TIMBAUD;PUBLIC;0910975R;304.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;89.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;87.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0;0.0;0.0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.609583739539495, 2.312835433698756;104.0;107.1;91.8;Lycée polyvalent Jean-Pierre Timbaud;LYCEE POLYVALENT;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LPO LYCEE DES METIERS;ROBERT DOISNEAU;PUBLIC;0910620E;1660.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;568;0;0;67;0;491;0;10;0;329;0;0;51;0;273;0;5;0;75;0;0;10;0;63;0;2;0;0;0;0;0;0;0;0;0;0;156;0;0;10;0;145;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;0;0;54;0;267;0;4;0;58;0;0;5;0;53;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;10;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.61309766332666, 2.4592777190707977;97.9;102.0;84.5;Lycée polyvalent Robert Doisneau, lycée des métiers des services aux entreprises et de l'industrie;LYCEE POLYVALENT;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LP LYCEE DES METIERS;JEAN PERRIN;PUBLIC;0910715H;766.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;225.0;0.0;0;0.0;0.0;90.0;0.0;0.0;0.0;239.0;0.0;0.0;0.0;0.0;103.0;0.0;0.0;0.0;242.0;0.0;0.0;0;0;102;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.69217496336768, 2.300680870404728;86.0;;86.0;Lycée professionnel Jean Perrin, lycée des métiers de l'Industrie, du service à la personne et aux entreprises;LYCEE PROFESSIONNEL;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LYCEE GENERAL ET TECHNOLOGIQUE;ALBERT EINSTEIN;PUBLIC;0911346U;1185.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;438;0;0;49;0;383;6;0;0;247;0;1;51;1;187;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;10;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;230;9;4;34;14;186;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;9;0;115;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.64019835444476, 2.34867870180729;106.9;106.9;;Lycée général et technologique Albert Einstein;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LYCEE POLYVALENT;JEAN-PIERRE TIMBAUD;PUBLIC;0910975R;1187.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;404;0;0;41;0;358;4;1;0;240;0;0;31;0;204;3;2;0;59;0;0;7;0;49;2;1;0;0;0;0;0;0;0;0;0;0;108;0;0;13;0;94;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218;0;0;44;0;165;9;0;0;59;0;0;8;0;51;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;9;0;88;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.609583739539495, 2.312835433698756;104.0;107.1;91.8;Lycée polyvalent Jean-Pierre Timbaud;LYCEE POLYVALENT;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LYCEE POLYVALENT;LEONARD DE VINCI;PUBLIC;0911946W;793.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;268;0;1;38;4;228;0;2;0;128;4;0;15;4;112;0;1;0;0;0;0;0;0;0;0;0;0;25;0;0;5;0;20;0;0;0;0;0;0;0;0;0;0;0;0;81;16;0;6;16;75;0;0;0;0;0;0;0;0;0;0;4;107;23;2;27;29;79;1;0;0;0;0;0;0;0;0;0;0;0;29;0;0;6;0;22;1;0;0;0;0;0;0;0;0;0;0;0;102;0;0;7;0;94;1;0;0;0;0;0;0;0;0;0;0;48.62630563835178, 2.3261215276205776;99.9;105.3;87.5;Lycée polyvalent Léonard de Vinci;LYCEE POLYVALENT;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LYCEE POLYVALENT;GEOFFROY-SAINT-HILAIRE;PUBLIC;0910622G;1626.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;519;0;0;84;0;435;0;0;2;279;18;0;56;20;223;0;0;0;60;0;0;15;0;45;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;12;0;128;0;0;0;65;0;0;2;0;63;0;0;0;0;0;0;0;0;0;0;3;215;42;1;51;46;163;0;1;0;84;0;0;10;0;74;0;0;0;0;0;0;0;0;0;0;0;0;127;1;0;18;1;109;0;0;0;70;0;0;10;0;60;0;0;0;0;0;0;0;0;0;0;0;48.43576341133633, 2.1502164003404873;108.3;109.9;85.9;Lycée polyvalent Geoffroy-Saint-Hilaire;LYCEE POLYVALENT;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2020;COLLEGE;JEAN-ETIENNE GUETTARD;PUBLIC;0910717K;601.0;0.0;136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;144.0;0.0;0.0;9.0;0.0;135.0;0.0;0.0;0.0;167.0;0.0;0.0;25.0;0.0;142.0;0.0;0.0;0.0;154.0;0.0;0.0;39.0;0.0;115.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.43313035183516, 2.1598647837741285;108.7;;;Collège Jean-Etienne Guettard;COLLEGE;Collège;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LYCEE GENERAL ET TECHNOLOGIQUE;JULES VERNE;PUBLIC;0911983L;927.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;338;0;0;68;0;267;3;0;0;210;0;0;39;0;160;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;8;0;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;1;0;42;1;193;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;5;0;59;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.64213938061421, 2.0891776824998067;140.0;140.0;;Lycée général et technologique Jules Verne;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2020;COLLEGE;LOUISE WEISS;PUBLIC;0912174U;539.0;0.0;139.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;137.0;0.0;0.0;0.0;0.0;137.0;0.0;0.0;0.0;134.0;0.0;0.0;0.0;0.0;134.0;0.0;0.0;0.0;129.0;0.0;0.0;0.0;0.0;129.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.66299832665903, 2.2447154737566803;112.6;;;Collège Louise Weiss;COLLEGE;Collège;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LPO LYCEE DES METIERS;GASPARD MONGE;PUBLIC;0912142J;738.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;313;0;0;34;0;272;0;7;0;165;0;0;25;0;135;0;5;0;62;0;0;8;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;0;0;19;0;115;0;5;0;59;0;0;6;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.68574491605321, 2.346583013676203;97.1;102.7;87.2;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;LYCEE POLYVALENT;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2020;COLLEGE;JEAN MOULIN;PUBLIC;0910057T;599.0;0.0;145.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;166.0;0.0;0.0;36.0;0.0;130.0;0.0;0.0;0.0;143.0;0.0;0.0;34.0;0.0;109.0;0.0;0.0;0.0;145.0;0.0;0.0;41.0;0.0;104.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.743862685869274, 2.2557383924659766;131.5;;;Collège Jean Moulin;COLLEGE;Collège;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
2021;LP LYCEE DES METIERS;GUSTAVE EIFFEL;PUBLIC;0910632T;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.73645299186811, 2.2957665641689506;92.2;;92.2;Lycée professionnel Gustave Eiffel;LYCEE PROFESSIONNEL;Lycée;https://data.univ-evry.fr/explore/embed/dataset/fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre_traite/table/
